,Phrase,Count,PMI
3799,"('detrimental', 'to')",43,3.27742780806199
3798,"('this', 'would')",43,3.277901334332533
5425,"('the', 'summer')",43,2.308700382094827
5607,"('more', 'important')",43,2.2112611604926506
4371,"('considering', 'the')",43,2.9317674878414834
681,"('filled', 'with')",43,6.944025381291272
537,"('everyday', 'life')",43,7.454200373514528
546,"('caused', 'by')",43,7.429203873055091
7296,"('students', 'more')",43,0.9866974767388612
3886,"('disadvantages', 'of')",43,3.2153410330793015
3531,"('to', 'save')",43,3.4643059427855007
8182,"('and', 'there')",43,-0.36689717992945603
4484,"('we', 'make')",43,2.8718568729054574
7480,"('had', 'the')",43,0.7961798940423108
3116,"('the', 'city')",43,3.7818720573584272
5850,"('themselves', 'and')",43,2.075413249499494
1183,"('many', 'advantages')",43,5.821620438279286
4969,"('to', 'practice')",43,2.5759512986144095
4256,"('have', 'different')",43,2.9980936072835043
3225,"('to', 'weigh')",43,3.696966699575775
8259,"('the', 'success')",43,-0.5931673739885
1197,"('each', 'day')",43,5.7856733235024045
4968,"('solutions', 'to')",43,2.5759512986144095
1546,"('connections', 'with')",43,5.284515927205064
5543,"('place', 'to')",43,2.2441077348619665
5752,"('work', 'on')",43,2.1301324866250226
3208,"('it', 'does')",43,3.7077793012350533
2181,"('forms', 'of')",43,4.553663566217335
3076,"('from', 'others')",43,3.8140926340699473
202,"('taught', 'me')",43,8.991595310353446
6386,"('where', 'the')",43,1.730591552414733
4728,"('confidence', 'in')",43,2.7224477168515335
5795,"('a', 'year')",43,2.1015054495864085
1469,"('less', 'time')",43,5.378372453699779
3593,"('impossible', 'to')",43,3.4189819522760097
2256,"('a', 'decrease')",43,4.47631310407672
2274,"('this', 'process')",43,4.466630181437644
5502,"('they', 'also')",43,2.265758612391071
2318,"('the', 'exact')",43,4.415089726686805
7425,"('to', 'each')",43,0.8666099521565584
8533,"('as', 'and')",43,-2.1223849296742436
4169,"('the', 'current')",43,3.052519647302095
8346,"('to', 'one')",43,-0.8537800858074682
6558,"('and', 'achieving')",43,1.5970835972695632
7441,"('success', 'can')",43,0.848343759146438
1350,"('classes', 'online')",43,5.552150066418946
3165,"('always', 'be')",43,3.7421463705010503
2339,"('fear', 'of')",43,4.39754436430005
159,"('passionate', 'about')",43,9.370179872510647
2832,"('stories', 'of')",43,3.9825068650212074
2062,"('presence', 'of')",43,4.660578770133846
2060,"('achieving', 'our')",43,4.661485042568252
4191,"('for', 'teachers')",42,3.040369546423719
5697,"('performance', 'and')",42,2.161999582883645
1415,"('striving', 'for')",42,5.4586237583861035
6662,"('that', 'these')",42,1.5119233360396152
6178,"('the', 'path')",42,1.8717309270494873
6612,"('of', 'physical')",42,1.548336912233765
693,"('an', 'integral')",42,6.906174768655962
2280,"('commit', 'to')",42,4.461385506482788
8508,"('or', 'to')",42,-1.7569408101954487
1089,"('on', 'top')",42,5.99522585508927
1759,"('a', 'huge')",42,5.027328272874538
7770,"('person', 'to')",42,0.42844140786787577
7820,"('that', 'this')",42,0.3476760083592545
4103,"('provide', 'more')",42,3.093838005914499
2173,"('acts', 'of')",42,4.561536409988623
1299,"('more', 'informed')",42,5.61560668014846
4072,"('structure', 'and')",42,3.109104634451519
2959,"('why', 'it')",42,3.8892210029104035
7423,"('to', 'personal')",42,0.868603501302335
6020,"('the', 'role')",42,1.9679462423087912
421,"('real', 'world')",42,7.912767693931119
5309,"('helping', 'to')",42,2.3776171487901934
7336,"('that', 'one')",42,0.9532651596703694
4889,"('their', 'skills')",42,2.624323712820683
2011,"('a', 'profound')",42,4.716988152262388
372,"('being', 'honest')",42,8.126335684532282
6526,"('decisions', 'in')",42,1.6151637729864632
338,"('family', 'members')",42,8.255836487517236
6051,"('other', 'students')",42,1.9479169910795804
6763,"('the', 'advice')",42,1.4336098146576042
529,"('not', 'necessarily')",42,7.495067693162024
8320,"('the', 'help')",42,-0.7640359443431599
7539,"('on', 'an')",42,0.7197509711170156
2379,"('improve', 'their')",42,4.365168266606631
1188,"('be', 'mindful')",42,5.808999679365208
5456,"('what', 'is')",42,2.2911807229886634
7911,"('up', 'and')",42,0.19377495843851023
228,"('stay', 'connected')",42,8.831044478821832
223,"('stress', 'levels')",42,8.868212894848165
1837,"('might', 'not')",42,4.9404788414843885
3520,"('can', 'reduce')",42,3.4715790873515253
3349,"('period', 'of')",42,3.6046051318805112
1430,"('may', 'feel')",42,5.432408713605888
7330,"('personal', 'and')",42,0.9585449578761391
947,"('do', 'something')",42,6.277382616645937
3077,"('explore', 'their')",42,3.8138888921417617
7123,"('learning', 'is')",42,1.138724735161965
6990,"('by', 'their')",42,1.2409674038942988
4492,"('a', 'professional')",42,2.8638295405916594
6393,"('is', 'up')",42,1.7252163245698675
1434,"('factors', 'such')",42,5.425180604254589
1455,"('learn', 'how')",42,5.3961330302104535
8524,"('is', 'in')",42,-1.9643555829260748
6315,"('and', 'communication')",42,1.7756809007263286
1606,"('can', 'vary')",42,5.208544681517733
891,"('keep', 'up')",42,6.382504538739401
7195,"('the', 'group')",41,1.0784437713561559
4786,"('at', 'an')",41,2.682820504787937
1165,"('multiple', 'people')",41,5.845321576975778
3420,"('an', 'online')",41,3.5382540001846685
7251,"('their', 'school')",41,1.0252180173931649
4219,"('their', 'individual')",41,3.01961531116379
4260,"('and', 'productive')",41,2.995729381594476
7623,"('individual', 'to')",41,0.6170266940685067
6068,"('with', 'my')",41,1.9381394686626976
2711,"('providing', 'students')",41,4.088393935197153
4014,"('to', 'enjoy')",41,3.1428271223215205
5523,"('the', 'challenge')",41,2.253727688637113
2207,"('chances', 'of')",41,4.526770991827945
8397,"('and', 'time')",41,-1.0736186650962587
2041,"('take', 'into')",41,4.681780595118184
2040,"('reach', 'our')",41,4.682460180078802
3613,"('a', 'balance')",41,3.4076003539927058
573,"('build', 'relationships')",41,7.322045720452532
2482,"('skills', 'such')",41,4.274661245734432
8068,"('of', 'them')",41,-0.08707262888033895
362,"('control', 'over')",41,8.157423723250655
5940,"('options', 'and')",41,2.0122175043830453
3597,"('character', 'is')",41,3.4167467580321826
7658,"('out', 'the')",41,0.5730695353728628
2638,"('one', 'person')",41,4.143968054227102
2952,"('in', 'mind')",41,3.8939386642204283
3974,"('found', 'in')",41,3.163259332901653
5793,"('and', 'allow')",41,2.1034855619503574
7528,"('me', 'the')",41,0.7370851465198918
3824,"('ways', 'that')",41,3.2597931612639854
57,"('wide', 'range')",41,10.756365309791075
6736,"('of', 'his')",41,1.4518425043213803
4686,"('respect', 'and')",41,2.7455027520613022
8015,"('and', 'potential')",41,0.003949888399443324
7866,"('and', 'goals')",41,0.2752519102168378
5901,"('including', 'the')",41,2.036274317112216
3754,"('to', 'prevent')",41,3.320825424299514
7838,"('new', 'and')",41,0.31902431224574457
3070,"('may', 'lead')",41,3.818980783079791
5004,"('a', 'situation')",41,2.5542700031347145
6219,"('essential', 'in')",41,1.845116185635753
3864,"('can', 'still')",41,3.237691027177245
1252,"('foundation', 'for')",41,5.686892746059222
1478,"('group', 'work')",41,5.3652004847181125
4164,"('required', 'to')",41,3.0553642810711814
8547,"('of', 'it')",41,-2.221816521979786
4984,"('hand', ',')",41,2.568822894873712
84,"('cell', 'phone')",41,10.360196704132775
990,"('better', 'understand')",41,6.175699962062861
8191,"('and', 'was')",41,-0.4007456666579401
3795,"('understand', 'that')",41,3.2794219680129153
5763,"('increase', 'the')",41,2.121883032621053
7063,"('in', 'both')",41,1.1854794977432164
311,"('reduce', 'stress')",41,8.383363030309443
6000,"('decisions', 'can')",41,1.9805331876801233
4860,"('both', 'students')",41,2.642097718748989
2928,"('imagination', 'is')",41,3.913353384332492
6039,"('situation', 'and')",41,1.9579744595990576
5615,"('effort', 'and')",41,2.207233486788187
4582,"('so', 'that')",41,2.808181047085988
4330,"('abilities', 'and')",41,2.952660659702591
3587,"('the', 'debate')",41,3.4219280096099673
5249,"('is', 'best')",41,2.4116935303058966
4013,"('there', 'may')",40,3.1436737974407443
4514,"('steps', 'to')",40,2.848468944190632
6578,"('for', 'your')",40,1.5784280294430069
6946,"('and', 'give')",40,1.2765791366590094
7928,"('and', 'lead')",40,0.16844923616413965
907,"('serves', 'as')",40,6.3521075883408535
3611,"('from', 'high')",40,3.4086515769047274
6338,"('information', 'and')",40,1.7613256077492565
1973,"('at', 'hand')",40,4.782882195560475
4864,"('from', 'my')",40,2.6395806801956603
6533,"('open', 'to')",40,1.6107773864713018
3919,"('the', 'subject')",40,3.1975424564240775
500,"('gain', 'valuable')",40,7.616614013515463
1141,"('on', 'track')",40,5.891669663262672
851,"('being', 'yourself')",40,6.4757531000676
1370,"('new', 'opportunities')",40,5.5287135111822785
7329,"('than', 'a')",40,0.9587434418298884
6718,"('for', 'these')",40,1.4665351493721097
1637,"('it', 'takes')",40,5.162315913272813
6783,"('as', 'you')",40,1.4213702507779686
8279,"('to', 'other')",40,-0.6313716344370626
6061,"('that', 'should')",40,1.9417695208325405
538,"('taking', 'action')",40,7.439883834168036
544,"('has', 'enabled')",40,7.43122796614059
6771,"('explore', 'and')",40,1.4308524037288883
4901,"('are', 'all')",40,2.615111988350229
2396,"('we', 'need')",40,4.352482713811881
7493,"('being', 'a')",40,0.7774278947116322
4779,"('the', 'extended')",40,2.6870581716621977
5270,"('the', 'pressure')",40,2.401900954930266
2795,"('the', 'arts')",40,4.0185723153787585
1761,"(',', 'particularly')",40,5.022437426263252
5535,"('needs', 'and')",40,2.24961208905874
6159,"('it', 'should')",40,1.8876935331638087
2639,"('for', 'everyone')",40,4.143927232729819
5587,"('going', 'to')",40,2.221071177149078
7907,"('their', 'students')",40,0.20307910457842127
4938,"('is', 'something')",40,2.5934264520143273
1420,"('an', 'incredibly')",40,5.45208114829051
956,"('when', 'considering')",40,6.25523750107304
6894,"('use', 'in')",40,1.3193807848129566
7180,"('social', 'and')",40,1.0946065074521663
7751,"('have', 'on')",40,0.45552599951928485
7777,"('in', 'other')",40,0.4209094421824098
6417,"('of', 'someone')",40,1.7113311836379026
2144,"('willingness', 'to')",40,4.5926300397610405
646,"('new', 'things')",40,7.048241565954804
6138,"('up', 'for')",40,1.899437892598371
4829,"('failure', 'as')",40,2.662447708953003
5730,"('and', 'enthusiasm')",40,2.14031344656793
8244,"('also', 'a')",40,-0.5615961939990406
6440,"('of', 'education')",40,1.6929135500081713
5421,"('sports', 'and')",40,2.311012633722882
2125,"('some', 'potential')",40,4.60199454396232
7860,"('and', 'those')",40,0.2834004025150243
4800,"('of', 'enthusiasm')",39,2.677897902668171
2564,"('to', 'finish')",39,4.205606916651796
978,"('explore', 'new')",39,6.206252827213294
3087,"('their', 'ability')",39,3.8008406116894733
3331,"('is', 'why')",39,3.6167720319666117
4081,"('this', 'way')",39,3.10685579299631
977,"('great', 'opportunity')",39,6.2074377481676635
7900,"('of', 'work')",39,0.21677859223277096
6497,"('to', 'ourselves')",39,1.6444125818635875
365,"('growing', 'up')",39,8.144151811772307
1433,"('best', 'way')",39,5.425248487799639
556,"('time', 'management')",39,7.387257037364613
6183,"('how', 'it')",39,1.868909239525962
494,"('meaningful', 'relationships')",39,7.63657121089868
7068,"('for', 'us')",39,1.1798764872626215
4873,"('early', 'can')",39,2.633480641862814
6319,"('person', 'can')",39,1.7739421134251714
146,"('integral', 'part')",39,9.518005628719491
4214,"('and', 'beliefs')",39,3.025459209857857
4504,"('a', 'challenge')",39,2.8569101266518686
7209,"('and', 'educational')",39,1.0610831195885773
1889,"('break', 'from')",39,4.875538273523215
1942,"('gives', 'students')",39,4.824689132027466
3751,"('for', 'growth')",39,3.3219612110755428
3157,"('is', 'known')",39,3.7512222317389927
2408,"('while', 'some')",39,4.344254437798039
518,"('attend', 'classes')",39,7.5546183220096985
92,"('save', 'money')",39,10.25292339423684
3012,"('to', 'ask')",39,3.8556644455948366
8549,"('it', 'a')",39,-2.2717810963253164
7929,"('the', 'new')",39,0.16783784625497944
5865,"('with', 'your')",39,2.060470640258263
4699,"('and', 'resilience')",39,2.7391550247012155
3856,"('offers', 'a')",39,3.242341163845392
5908,"('of', 'achieving')",39,2.0303313935550733
612,"('may', 'seem')",39,7.173490416244327
594,"('classroom', 'setting')",39,7.255186562141105
6107,"('i', 'also')",39,1.9197011433989957
3515,"('they', 'should')",39,3.473506214091092
4518,"('to', 'oneself')",39,2.8446092570858426
7281,"('can', 'work')",39,1.0051427130074195
5641,"('people', 'from')",39,2.1906954104331433
6695,"('hours', 'to')",39,1.4814274774414322
596,"('your', 'brain')",39,7.2435929440821525
4842,"('courage', 'and')",39,2.655090759912742
2171,"('can', 'affect')",39,4.562263843320174
3786,"('as', 'part')",39,3.286784448008305
6463,"('from', 'school')",39,1.6721069412711635
6158,"('in', 'need')",39,1.8886541836055493
803,"('focusing', 'on')",39,6.614135687733764
2434,"('implementing', 'a')",39,4.316341745289169
4656,"('a', 'small')",39,2.7633693588124473
6815,"('with', 'one')",39,1.3899195838181164
6382,"('as', 'such')",39,1.7345026460818112
5936,"('is', 'difficult')",39,2.0135857726265485
2324,"('respect', 'for')",38,4.411930522938064
5301,"('can', 'find')",38,2.383080378908396
6001,"('use', 'it')",38,1.9800157164821464
1498,"('in', 'contrast')",38,5.338249778146462
2332,"(""'s"", 'important')",38,4.404095533141351
3228,"('a', 'source')",38,3.6939045391493472
3688,"('the', 'government')",38,3.3596092332138277
8278,"('to', 'learning')",38,-0.6270479968783711
5021,"('best', 'for')",38,2.5466799350513014
8002,"('better', 'and')",38,0.04480263643903726
469,"('higher', 'education')",38,7.719847129528169
4025,"('to', 'communicate')",38,3.140117835063535
6843,"('advice', 'and')",38,1.3682565855573579
943,"('suggests', 'that')",38,6.28923270782704
4975,"('and', 'engaging')",38,2.572947005160348
4949,"('taking', 'on')",38,2.5888503913230174
4925,"('can', 'come')",38,2.5994865051791116
95,"('move', 'forward')",38,10.236058968493461
1046,"('good', 'example')",38,6.062653398316186
6331,"('it', 'will')",38,1.7679393565544146
2020,"('learning', 'opportunities')",38,4.708206568362691
3594,"('becoming', 'a')",38,3.4182700965359203
3468,"('and', 'perseverance')",38,3.5042342550763337
1590,"('our', 'mistakes')",38,5.23334922263264
7930,"('and', 'making')",38,0.16728664296403295
8280,"('us', 'and')",38,-0.6336504802073009
2001,"('makes', 'it')",38,4.732656379629123
3185,"('what', 'i')",38,3.7294682044809377
4910,"('a', 'clear')",38,2.607931316039494
7466,"('one', 'that')",38,0.8088752503351948
3562,"('furthermore', 'it')",38,3.437649584057052
7506,"('and', 'his')",38,0.7681076810215259
953,"('educational', 'opportunities')",38,6.2689215228371715
8434,"('in', 'students')",38,-1.221229017341166
4973,"('working', 'on')",38,2.573197127011529
6950,"('to', 'offer')",38,1.2745035150335369
3003,"('implications', 'of')",38,3.860753152129064
4055,"('the', 'story')",38,3.123541874980301
5913,"('be', 'better')",38,2.026840910134222
5654,"('this', 'has')",38,2.1827441012921938
386,"('you', ""'re"")",38,8.055028893988364
5326,"('is', 'only')",38,2.3665433531172333
3417,"('develop', 'their')",38,3.539242596855246
5612,"('build', 'a')",38,2.209381939549221
4399,"('that', 'comes')",38,2.919998898161321
2542,"('just', 'as')",38,4.226678768090075
5094,"('with', 'those')",38,2.5040205699628757
727,"('effective', 'way')",38,6.812935498933527
1814,"('become', 'better')",38,4.9594426223971375
534,"('no', 'longer')",38,7.470099564389606
8554,"('and', 'with')",38,-2.307905729546647
3822,"('foster', 'a')",38,3.2600080126191884
7171,"('advantages', 'to')",38,1.1024652935841388
3915,"('in', 'sports')",38,3.1993516723247737
3434,"('the', 'late')",38,3.52953423465614
676,"('could', 'potentially')",38,6.963935501748292
3890,"('from', 'different')",38,3.2139920303442793
7136,"('skills', 'in')",38,1.1296262630096976
3880,"('the', 'game')",38,3.222105709463893
4603,"('the', 'brain')",38,2.796179894042311
4839,"('success', 'when')",38,2.65630205779928
5104,"('lives', 'it')",38,2.4981911259921006
7076,"('those', 'in')",38,1.171739441116916
1376,"('prepare', 'for')",38,5.516726712949673
728,"('positive', 'side')",37,6.811706905769491
3100,"('other', 'activities')",37,3.7916577398446947
4363,"('of', 'light')",37,2.9347537335728404
7259,"('that', 'make')",37,1.0164543304327935
287,"('difference', 'between')",37,8.480887364325714
4928,"('and', 'respect')",37,2.5974041130721695
568,"('individual', 'needs')",37,7.337007497706416
2393,"('these', 'classes')",37,4.354477323755056
3425,"('example', 'when')",37,3.5368912813304902
863,"('potential', 'risks')",37,6.446362232287779
3869,"('the', 'outcome')",37,3.2280256810077077
4666,"('overall', 'it')",37,2.7561099809576923
1511,"('more', 'quickly')",37,5.321711310609906
7448,"('use', 'a')",37,0.8408619790445329
340,"('here', ""'s"")",37,8.243898093314936
301,"('social', 'interaction')",37,8.406632809632292
1306,"('their', 'chosen')",37,5.604759180298146
5391,"('drawbacks', 'of')",37,2.3265838416903577
2537,"('come', 'from')",37,4.23022377461978
2308,"('it', 'encourages')",37,4.429128658344045
